"n=50alpha=0.1","n=50alpha=0.5","n=50alpha=0.9","n=100alpha=0.1","n=100alpha=0.5","n=100alpha=0.9","n=200alpha=0.1","n=200alpha=0.5","n=200alpha=0.9"
0.479463625932369,2.76933724541789,1.44865951024791,2.53321332815146,2.50800918231223,4.98502228530495,5.13658591006596,0.43874356243443,0.744758879105895
1.95867126945756,1.40989987502408,1.38376714256834,0.379311963482733,0.94541066959753,0,0.0464462064454578,0,4.03851005907696
0.251398493243315,1.39147951027951,0.820845533012549,0.264847656482843,2.71643351057347,6.33831610166037,0,3.45055181079435,1.91708664335964
1.22798159045827,0,1.23834166720449,3.79335561425799,2.30882776092417,1.28540998120197,1.20072382328362,2.71528188032219,1.46353714181904
4.31668061165599,0.515528530038785,1.1887368682963,0,0.250215530020415,6.25959098826979,0,0.800659754254834,0.977949435581043
1.81010351323794,0.4483133497127,0.388611454661262,1.11802048899768,1.55903592404262,1.07658413932369,0.0161020795258897,2.59790213692825,3.52888256001249
3.69542182142175,0.329289028931585,0.125841890829663,0.378676983134493,1.61337288912712,0.735847104884447,2.99735540039318,5.09509722495628,1.34227884976161
1.17597038118441,0.352751578413624,2.31440404320621,4.93054366234283,3.41359006598338,1.15648091986726,0.23904897682647,3.23889459808345,0.410489469531274
10.7297450480127,5.62578443335009,1.20881469531896,0.163517132200131,0.714916941388221,0.174704112593328,0.905202195531023,0.189130981568401,0.437907813184886
1.71607423392681,3.002844771271,0.188454487449772,6.06315803129586,3.90435340418758,2.88469742429566,0.605549870634696,0.31600590816745,3.46751476452551
0.501354080819746,0.377344264284152,1.79312247571831,2.10074378810003,2.06033293392596,4.72122212913426,0.42059664711881,2.50362577664809,0.9861589061239
0.0784889916577118,3.39170487793711,2.97698547288589,8.75007697826345,0.310208923069475,3.50209965733897,3.42246099288541,1.40738798544977,0.874095135537638
1.18144377906734,0.2058667058127,0.252855187072797,0.371620170171405,0.729270253777937,0.537949384865092,0.306032191698324,1.38591749610928,8.18810616518787
0.104735158327663,1.87938042134864,6.95122598202448,0,0.00439270572527772,1.02691879890702,3.07305926321953,2.9068590997317,0.0638766394655315
6.20078086088161,2.90257771573202,2.79264957226431,0.0157785283304197,0.910589292045806,0.704667468172071,0,0.986390616704446,2.43636713621525
1.75762543057185,5.31352131494797,2.17765490468619,4.07055834231447,2.16805780730387,0.844575425786516,10.2310925855263,1.3801219119922,0.304555448348865
5.17080349039609,4.54612831736825,1.07017330200929,2.08880549353909,0.900890196250455,1.96456710718844,1.24412702485364,0.218585724739124,6.14298457530217
1.35539666726845,1.19131350062445,1.97238101159369,0,0.160914598105955,0.712913774810469,0.301060672782015,3.61870029053928,2.06671140862457
4.56459213306861,1.02190661333102,0.558586185093409,0.452782897411836,2.72248716897348,0.394549123468634,0.139424082659884,1.41490903340495,7.60014302933057
0.680294635074055,2.34547364407128,0.543474567287986,4.19245802627769,1.37275658395269,1.27110024834011,0.120782516096648,7.67544320994689,1.40683063942814
1.06930466336106,1.09401249209883,5.04660154768967,1.46824029259835,4.42957460996417,1.36655557799482,4.36428567548318,1.23926914297498,1.40119321180606
0.323227121386939,0.0469822188225313,1.16866392201577,1.57788308503984,5.98672485112585,1.08568225106862,0.479689723349332,5.3520212671594,1.02519976417457
1.81866407094788,1.81955658256404,0.398673070786104,0,6.27411189662937,3.55229664813306,2.64759739590978,0.30208166069601,3.69966327544641
1.83020291476067,6.81906560931314,0.791404903648157,0,4.27966662800511,0.0497943728840646,1.81227092421942,3.70548290020233,5.0973966602767
0,0,1.0103348469836,1.79522147847184,1.35643552196824,0.0619152062028292,3.07666499669645,6.33522344608193,2.6182134312799
3.48199747691029,3.10531059764309,7.64377467717058,7.81738011899587,0.714133255087574,0.0253110471691229,0.410910742139317,7.28091497982969,1.65679861012077
4.49253848976346,5.00924332416861,0,1.41189970934195,0,4.66815114283938,1.31474482857218,2.91974486365206,1.25686316265047
0,0.994028046155073,6.65726536815703,1.60658616495891,1.54832620446503,5.40581703409786,1.8946392326745,1.51613618247136,0.35514148953871
2.93195315302625,0.58355973925972,4.7978520169097,2.29874502530312,0,0.166339488421346,0.26548838259369,0.564746070696607,1.43766508902945
1.41594879192183,1.78773371721489,3.37595573036939,1.97390069753317,0.45700200901061,0.685318097724127,4.99574804981388,1.85797511565544,0.910278114475628
0.408016192908173,3.76291254244797,0,1.61110750722434,0,2.49869633362328,3.91023206202478,0.238897333560264,0.883010297346532
0.968453295353162,2.59046470152111,0.790455763068357,0.799128405148336,3.11525059024668,0.951169231821815,1.984773181414,0.342789326318665,1.61099586389585
